Titulo;Subtitulo 1;Subtitulo 2;Foto 1;Foto 2
Dashboard operacional de Quesos el Pastor;Trabajo realizado por: Salvador Rodríguez Abad;Tutorizado por: Teresa Celestino Buentello;https://www.elpastor.com/wp/wp-content/uploads/quesos-el-pastor-logotipo.png;https://keystoneacademic-res.cloudinary.com/image/upload/element/14/146415_LogoVIU.jpg
